source_id,title,name,url,title,organization_name,organization_title,is_organization,error,source_type,frequency,validator_schema,config,collections,child_datasets,download_ok,parsed_ok,validate_ok,schema_version,total_dataset,total_resources,dataset_types,resource_types
01896858-70d4-4dee-979b-965b3e35f2ed,county_20m,county-20m,http://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2014gz/county_20m/,county_20m,census-gov,"US Census Bureau, Department of Commerce",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2014gz/SeriesCollection/ISO_SeriesCollection_cb_2013_county_20m.xml', 'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
af21818b-0e5f-41a9-8a7c-fcec8ed43b10,Primary Roads National Shapefile,primary-roads-national-shapefile,http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TIGER2013/primaryroads/,Primary Roads National Shapefile,census-gov,"US Census Bureau, Department of Commerce",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TIGER2013/SeriesCollection/SeriesCollection_tl_2013_primaryroads.shp.iso.xml', 'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
382f441e-7176-4b19-b53c-1f3470b16f1a,USGS National Boundary Dataset (NBD) Downloadable Data Collection,usgs-national-boundary-dataset-nbd-downloadable-data-collection,http://thor-f5.er.usgs.gov/ngtoc/metadata/waf/boundaries/nbd/,USGS National Boundary Dataset (NBD) Downloadable Data Collection,usgs-gov,"U.S. Geological Survey, Department of the Interior",True,,waf-collection,MANUAL,,{},-1,-1,,,,,-1,-1,,
2a8ebef5-de49-4140-903e-1564812f6056,2017_division_500,2017-division-500,https://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2016Cartographic/division_500/,2017_division_500,census-gov,"US Census Bureau, Department of Commerce",True,,waf,MANUAL,,{},-1,-1,,,,,-1,-1,,
4be65a3b-701e-4ea0-a399-00ddb6f707c7,Geoplatform AGOL Items,geoplatform-agol-items,http://geoplatform.maps.arcgis.com,Geoplatform AGOL Items,fgdc-gov,Federal Geographic Data Committee,True,,arcgis,MANUAL,,"{'extra_search_criteria': 'accountid:Hp6G80Pky0om7QvQ', 'private_datasets': False}",-1,-1,,,,,-1,-1,,
fd11e24b-34d5-4269-8863-dc7f33088b63,2016_kml_anrc_500,2016-kml-anrc-500,http://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2016gz/kml_anrc_500/,2016_kml_anrc_500,census-gov,"US Census Bureau, Department of Commerce",True,,waf,MANUAL,,"{'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
cf26a47f-f2f4-4ff0-9afc-1ccae0dffce8,Arctic Rescue Zones listed by Country,search-and-rescue,http://ngamaps.geointapps.org/arcgis/rest/services/Arctic_Summit/Arctic_Search_and_Rescue/MapServer,Arctic Rescue Zones listed by Country,nga-mil,National Geospatial Intelligence Agency,True,,arcgis,MANUAL,,{'private_datasets': False},-1,-1,,,,,-1,-1,,
11cd07d8-f5a7-4207-9852-6160e09ff240,U.S. Forest Service Geospatial Data Discovery,u-s-forest-service-geospatial-data-discovery,https://enterprisecontent-usfs.opendata.arcgis.com/data.json,U.S. Forest Service Geospatial Data Discovery,usda-gov,Department of Agriculture,True,,datajson,MANUAL,,{},0,0,True,,True,1.1,418,1643,{'dcat:Dataset': 418},{'dcat:Distribution': 1643}
cb89a959-ae9e-437a-bb4d-2aa9d14dfb24,City of Boise Data.json,city-of-boise-data-json,http://opendata.cityofboise.org/data.json,City of Boise Data.json,city-of-boise,City of Boise,True,,datajson,MANUAL,,{},0,0,True,,True,1.1,87,390,{'dcat:Dataset': 87},{'dcat:Distribution': 390}
175ef436-84b7-4fd1-96ac-bf2c079092cc,2017_anrc_500,2017-anrc-500,https://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2016Cartographic/anrc_500/,2017_anrc_500,census-gov,"US Census Bureau, Department of Commerce",True,,waf,MANUAL,,{},-1,-1,,,,,-1,-1,,
be2a0978-225f-40d8-8a94-63e01682eeb8,IENC Metadata,ienc-metadata,http://ienccloud.us/ienc/data/metadata/,IENC Metadata,usace-army-mil,"Army Corps of Engineers, Department of the Army, Department of Defense",True,,waf,MANUAL,,{'private_datasets': False},-1,-1,,,,,-1,-1,,
3b4316ff-6b0d-41a7-b421-5a0e6842a482,2017_cbsa_500kml,2017-cbsa-500kml,https://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2016Cartographic/cbsa_500kml/,2017_cbsa_500kml,census-gov,"US Census Bureau, Department of Commerce",True,,waf,MANUAL,,{},-1,-1,,,,,-1,-1,,
c8c9799a-e901-44f8-8404-6ebc7d636b6f,kml_cbsa_5m,kml-cbsa-5m,http://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2015gz/KMLFiles/cbsa_5m/,kml_cbsa_5m,census-gov,"US Census Bureau, Department of Commerce",True,,waf,MANUAL,,{'private_datasets': False},-1,-1,,,,,-1,-1,,
ba09e8b2-092f-4ae7-91e1-ac94310e9200,2015TigerUnsd,2015tigerunsd,http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TIGER2015/unsd/,2015TigerUnsd,census-gov,"US Census Bureau, Department of Commerce",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TIGER2015/SeriesInfoFiles/SeriesCollection_tl_2015_unsd.shp.iso.xml', 'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
b593e49c-cc0d-4cda-ba82-fd227c1a8126,Tiger2015Mil,tiger2015mil,http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TIGER2015/mil/,Tiger2015Mil,census-gov,"US Census Bureau, Department of Commerce",True,,waf,MANUAL,,"{'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
b902a8de-2891-4628-98a7-a09bb6594bcf,Harvest Source - Ebola Data Call Collection - Guinea Airports,harvest-source-ebola-data-call-collection-guinea-airports,http://ebola-data.un.org/Guinea/Guinea_WADC00018_OHDR_Airports,Harvest Source - Ebola Data Call Collection - Guinea Airports,un-org,United Nations Cartographic Section,True,,waf,MANUAL,,{'private_datasets': False},-1,-1,,,,,-1,-1,,
c1543fa4-f031-45f2-86d5-0d448a474154,2016_kml_nation,2016-kml-nation,http://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2016gz/kml_nation_20/,2016_kml_nation,census-gov,"US Census Bureau, Department of Commerce",True,,waf,MANUAL,,"{'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
c1d6f3fa-4fb0-48ae-9d5f-158467619d8a,USGS 1/3 arc-second Contours,usgs-ned-1-3-arc-second-contours,http://thor-f5.er.usgs.gov/ngtoc/metadata/waf/elevation/contours_1-3_arc-second/,USGS 1/3 arc-second Contours,usgs-gov,"U.S. Geological Survey, Department of the Interior",True,,waf-collection,MANUAL,,{},-1,-1,,,,,-1,-1,,
c84f3215-3d7f-411e-aab4-4f957502d415,2014   Current Tribal Census Tract,2014-current-tribal-census-tract,http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TIGER2014/ttract/,2014   Current Tribal Census Tract,census-gov,"US Census Bureau, Department of Commerce",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TIGER2014/ParentFiles/SeriesCollection_tl_2014_ttract.shp.iso.xml', 'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
d0cfd3fd-0a09-4fa9-b95c-18583f4346a8,2015TigerAreawater,2015tigerareawater,http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TIGER2015/areawater/,2015TigerAreawater,census-gov,"US Census Bureau, Department of Commerce",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TIGER2015/SeriesInfoFiles/SeriesCollection_tl_2015_areawater.shp.iso.xml', 'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
d96b1ca6-5ab5-4b0b-8843-ef0aa2e1b3ae,2016_kml_cbsa_20,2016-kml-cbsa-20,http://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2016gz/kml_cbsa_20/,2016_kml_cbsa_20,census-gov,"US Census Bureau, Department of Commerce",True,,waf,MANUAL,,"{'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
d67799fd-52ce-4dcf-bb71-48ec71495106,2014_county_20m,2014-county-20m,http://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2015gz/CartographicShapefiles/county_20m/,2014_county_20m,census-gov,"US Census Bureau, Department of Commerce",True,,waf,MANUAL,,"{'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
cb81622e-a7ee-4667-b0c9-be3ec104128f,2017_region_5,2017-region-5,https://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2016Cartographic/region_5/,2017_region_5,census-gov,"US Census Bureau, Department of Commerce",True,,waf,MANUAL,,{},-1,-1,,,,,-1,-1,,
de589054-0b15-4419-aa8d-53a9b9148eb0,Census Bureau Regional Office Boundaries,census-bureau-regional-office-boundaries,http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/CensusRegionalOfficeBoundaries/,Census Bureau Regional Office Boundaries,census-gov,"US Census Bureau, Department of Commerce",True,,waf,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/SeriesCollection/SeriesInfoCensusRegionalOfficeBoundaries.xml', 'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
d082c6b5-4031-44d2-b7df-f01feab6b4e0,Harvest Source - Ebola Data Call Collection - Liberia Populated Places - OHDR,harvest-source-ebola-data-call-collection-liberia-populated-places-ohdr,http://ebola-data.un.org/Liberia/Liberia_WADC00088_OHDR_2011Populated_Places,Harvest Source - Ebola Data Call Collection - Liberia Populated Places - OHDR,un-org,United Nations Cartographic Section,True,,waf,MANUAL,,{'private_datasets': False},-1,-1,,,,,-1,-1,,
d10a03df-5cc5-4fdc-802e-81f988f9d601,2014 Current Block Group,2014-current-block-group,http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TIGER2014/bg/,2014 Current Block Group,census-gov,"US Census Bureau, Department of Commerce",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TIGER2014/ParentFiles/SeriesCollection_tl_2014_bg.shp.iso.xml', 'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
0287ae38-8968-4a6b-9e0c-e9fe468e8a47,Census TIGER 2012 Primary and Secondary Roads State-based,census-tiger-2012-primary-and-secondary-roads-state-based,http://www2.census.gov/geo/datadotgov/prisecroads/,Census TIGER 2012 Primary and Secondary Roads State-based,census-gov,"US Census Bureau, Department of Commerce",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TL2012/ISO/SeriesCollection/SeriesCollection_tl_2012_prisecroads.shp.xml', 'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
2b520e94-9768-4375-aead-5dab2fc0d38e,WV GIS Technical Center,wv-gis-technical-center,http://wvgis.wvu.edu/metadata_waf/,WV GIS Technical Center,wvu-edu,WV GIS Technical Center,True,,waf,MANUAL,,{'ORIGINAL_UUID': '965836af-5582-4b03-86cb-6ab01a427115'},-1,-1,,,,,-1,-1,,
a0dc2429-6d0e-4596-b271-61270f9fcf2b,Census TIGER 2012 Area Landmark,census-tiger-2012-area-landmark,http://www2.census.gov/geo/datadotgov/arealm/,Census TIGER 2012 Area Landmark,census-gov,"US Census Bureau, Department of Commerce",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TL2012/ISO/SeriesCollection/SeriesCollection_tl_2012_arealm.shp.xml', 'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
069af752-b434-4efd-b367-b405082a69a1,Current Metropolitan Division,current-metropolitan-division,http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TIGER2014/metdiv/,Current Metropolitan Division,census-gov,"US Census Bureau, Department of Commerce",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TIGER2014/ParentFiles/SeriesCollection_tl_2014_metdiv.shp.iso.xml', 'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
2c05da1e-92dc-4906-bded-5c1da5a6b6f7,Harvest Source – Ebola Data Call Collection - Sierra Leone Natural - OSM,harvest-source-ebola-data-call-collection-sierra-leone-natural-osm,http://ebola-data.un.org/Sierra_Leone/sierra_leone_wadc00369_osm_natural,Harvest Source – Ebola Data Call Collection - Sierra Leone Natural - OSM,un-org,United Nations Cartographic Section,True,,waf,MANUAL,,{'private_datasets': False},-1,-1,,,,,-1,-1,,
1b1ef425-f91d-4d40-8faf-bf5700c41d99,National Hydrography Dataset Plus High Resolution (NHDPlus HR) - USGS National Map,national-hydrography-dataset-plus-high-resolution-nhdplus-hr-usgs-national-map,https://thor-f5.er.usgs.gov/ngtoc/metadata/waf/hydrography/nhdplus_hr/gdb/,National Hydrography Dataset Plus High Resolution (NHDPlus HR) - USGS National Map,usgs-gov,"U.S. Geological Survey, Department of the Interior",True,,waf-collection,MANUAL,,{},-1,-1,,,,,-1,-1,,
43255e12-fec5-4e8f-8379-66462299a589,2017_nectadiv,2017-nectadiv,https://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TIGER2017/nectadiv/,2017_nectadiv,census-gov,"US Census Bureau, Department of Commerce",True,,waf,MANUAL,,{},-1,-1,,,,,-1,-1,,
04ee9ffb-6362-4f7e-9816-9d2f9ad4dee8,"Aerial imagery, Idaho State Univ",aerial-imagery-idaho-state-univ,http://giscenter-sl.isu.edu/AOC/MetadataDOQQ/,"Aerial imagery, Idaho State Univ",isu-edu,Idaho State University,True,,waf,MANUAL,,{'ORIGINAL_UUID': 'e9b49253-5eac-41d5-90af-7ca468a2229a'},-1,-1,,,,,-1,-1,,
0b62f640-250f-4fc0-a5c4-434d0ae188d4,illinois json,illinois-json,https://data.illinois.gov/data.json?version=2,illinois json,state-of-illinois,State of Illinois,True,Download error (truncated): https://data.illinois.gov/data.json?version=2 HTTP error: 404 ...,datajson,MANUAL,non-federal,"{'default_groups': 'local', 'validator_schema': 'non-federal', 'private_datasets': 'False'}",0,0,False,,,,,,,
44e42eed-496f-45e6-8579-0046abd31234,Census TIGER 2012 SubMinor Civil Division,census-tiger-2012-subminor-civil-division,http://www2.census.gov/geo/datadotgov/submcd/,Census TIGER 2012 SubMinor Civil Division,census-gov,"US Census Bureau, Department of Commerce",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TL2012/ISO/SeriesCollection/SeriesCollection_tl_2012_submcd.shp.xml', 'private_datasets': False}",-1,-1,,,,,-1,-1,,
6b35307f-b7c7-4f9a-8437-7c018b58a246,Census TIGER 2012 Counties,census-tiger-2012-counties,http://www2.census.gov/geo/datadotgov/county/tl_2012_us_county.shp.xml,Census TIGER 2012 Counties,census-gov,"US Census Bureau, Department of Commerce",True,,single-doc,MANUAL,,"{'collection_metadata_url': 'http://www2.census.gov/geo/datadotgov/ParentFiles/SeriesCollection_tl_2012_county.shp.xml', 'validator_profiles': ['fgdc_minimal'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
64a320d8-4f7a-4d14-8f76-d31229f884c4,Census TIGER 2012 Voting District,census-tiger-2012-voting-district,http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TL2012/ISO/vtd10/,Census TIGER 2012 Voting District,census-gov,"US Census Bureau, Department of Commerce",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/TL2012/ISO/SeriesCollection/SeriesCollection_tl_2012_vtd10.shp.iso.xml', 'private_datasets': False}",-1,-1,,,,,-1,-1,,
95903b33-1415-457a-8b8b-c5779884dd87,Aid Dashboard,aid-dashboard,https://www.dropbox.com/s/4hri6qr3k6ehttb/CCAPS-Aid-Dashboard.xml,Aid Dashboard,austin-utexas-edu,"CCAPS Program, Robert Strauss Center, University of Texas at Austin",True,,single-doc,MANUAL,,"{'validator_profiles': ['iso19139ngdc'], 'private_datasets': True}",-1,-1,,,,,-1,-1,,
379887e4-86ad-44d0-8a93-f28f9630bcdf,USGS Land Cover - Woodland Downloadable Data Collection,usgs-land-cover-woodland-downloadable-data-collection,http://thor-f5.er.usgs.gov/ngtoc/metadata/waf/woodland/,USGS Land Cover - Woodland Downloadable Data Collection,usgs-gov,"U.S. Geological Survey, Department of the Interior",True,,waf-collection,MANUAL,,{},-1,-1,,,,,-1,-1,,
2f51acf5-b5bb-4016-b4ac-3c1cdf0c348d,Harvest Source - Ebola Data Call Collection - Liberia Land Use -OSM,harvest-source-ebola-data-call-collection-liberia-land-use-osm,http://ebola-data.un.org/Liberia/Liberia_WADC00382_OSM_Landuse,Harvest Source - Ebola Data Call Collection - Liberia Land Use -OSM,un-org,United Nations Cartographic Section,True,,waf,MANUAL,,{'private_datasets': False},-1,-1,,,,,-1,-1,,
2bbb09d3-5edb-4d5a-b181-03d188f5ffbf,Great Lakes Commission,great-lakes-commission,http://gis.glin.net/ogc/metadata/gos/,Great Lakes Commission,glc-org,Great Lakes Commission,True,,waf,MANUAL,,{'ORIGINAL_UUID': '1128d604-0515-4eb8-a101-0af76871f259'},-1,-1,,,,,-1,-1,,
28f9a473-4db8-479a-8490-90202dd1077e,2014Nation20m,2014nation20m,http://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2014gz/nation_20m/,2014Nation20m,census-gov,"US Census Bureau, Department of Commerce",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2014gz/SeriesCollection/ISO_SeriesCollection_cb_2013_nation_20m.xml', 'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
26d6fb52-9f00-4f71-a7c2-fb3dc60508f1,Building the Climate Security Vulnerability Model,building-the,https://utexas.box.com/s/gs3xaf8fuha1haa1xvsk,Building the Climate Security Vulnerability Model,austin-utexas-edu,"CCAPS Program, Robert Strauss Center, University of Texas at Austin",True,,single-doc,MANUAL,,"{'validator_profiles': ['iso19139ngdc'], 'private_datasets': True}",-1,-1,,,,,-1,-1,,
569b6517-ecf1-4348-9c00-b745411dc4d9,"Univ. of Arizona, ART Group - ALRIS",univ-of-arizona-art-group--alris,http://sdrsnet.srnr.arizona.edu/data/alris/alris04/metadata/,"Univ. of Arizona, ART Group - ALRIS",university-of-arizona,University of Arizona,True,,waf,MANUAL,,{'ORIGINAL_UUID': '771cfd54-365c-44db-990e-9112c43b9942'},-1,-1,,,,,-1,-1,,
5ca874a0-f036-45b7-be97-f1887602fad7,NGDA NAIP HVS,ngda-naip,https://gis.apfo.usda.gov/geoharvest/NAIP17/Current_Year_NAIP_Imagery_NGDA.xml,NGDA NAIP HVS,fsa-usda-gov,"Farm Service Agency, Department of Agriculture",True,,single-doc,MANUAL,,{},-1,-1,,,,,-1,-1,,
619e3d4a-0a81-4a85-a769-47b591108252,Kansas Data Access and Support Center,kansas-data-access-and-support-center,http://mongo.kgs.ku.edu/dascweb/docs/catalog/metadata/,Kansas Data Access and Support Center,kgs-ku-edu,Kansas Data Access and Support Center,True,,waf,MANUAL,,{'ORIGINAL_UUID': '2ec25c42-d9df-47a1-8603-f3e8c468098f'},-1,-1,,,,,-1,-1,,
1288fda9-e1fc-41f2-853c-1c923c05cb07,2014cd113500k,2014cd113500k,http://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2014gz/cd113_500k/,2014cd113500k,census-gov,"US Census Bureau, Department of Commerce",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2014gz/SeriesCollection/ISO_SeriesCollection_cb_2013_cd113_500k.xml', 'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
19b3fede-4e93-4a13-8022-3a63964889c4,2014_kml_tract_500k,2014-kml-tract-500k,http://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2015gz/KMLFiles/tract_500k/,2014_kml_tract_500k,census-gov,"US Census Bureau, Department of Commerce",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://meta.geo.census.gov/data/existing/decennial/GEO/CPMB/boundary/2015gz/ISOParent/KML/SeriesCollection_kml_2014_tract_500k.iso.xml', 'validator_profiles': ['iso19139ngdc'], 'private_datasets': False}",-1,-1,,,,,-1,-1,,
207d99e3-ef82-47f6-a4aa-37557d5b7091,USGS National Geologic Map Database,usgs-national-geologic-map-database,http://ngmdb.usgs.gov/geoDataGov/,USGS National Geologic Map Database,usgs-gov,"U.S. Geological Survey, Department of the Interior",True,,waf-collection,MANUAL,,"{'collection_metadata_url': 'http://ngmdb.usgs.gov/geoDataGov/ngmdbCollection.xml', 'private_datasets': False}",-1,-1,,,,,-1,-1,,
d1195497-203c-4381-9b14-cafb7d7faba5,GADAS Services Server 1,gadas-services-server-1,http://165.221.100.74/arcgis1/rest/services,GADAS Services Server 1,usda-gov,Department of Agriculture,True,,arcgis,MANUAL,,{},-1,-1,,,,,-1,-1,,
0ca4e2f7-2c4d-4c88-b702-aa3b8858c431,test-2016,test-2016,test,test-2016,wwhgd-nga-org,World Wide Human Geography Data Working Group,True,,ckan,MANUAL,,{'private_datasets': 'True'},-1,-1,,,,,-1,-1,,
