dataset_id,dataset_name,dataset_title,datase_url,dataset_organization,dataset_groups,harvest_source_id,harvest_source_name,harvest_source_title,harvest_source_url,harvest_source_organization,harvest_source_groups
22df8543-f233-4746-9d7b-6b66962003df,2004-school-survey-on-crime-and-safety,"School Survey on Crime and Safety, 2004",,Department of Education,"['AAPI', 'Education', 'Safety']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
188593a7-a838-4d2b-96c7-fcb0ffc53d87,2013-national-assessment-of-educational-progress,"National Assessment of Educational Progress, 2013",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
f98d3e5d-bb8e-4272-8fdd-ea73173f1b91,career-and-technical-education-programs-in-public-school-districts-201617,"Career and Technical Education Programs in Public School Districts, 2016–17",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
a765fb6b-eba0-40ba-9d9a-d6e769502a01,national-household-education-surveys-program-2012-parent-and-family-involvement-in-educati,"National Household Education Surveys Program, 2012 Parent and Family Involvement in Education Survey",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
2acc939e-2449-4f24-a655-347d88626e88,federal-perkins-loan-cohort-default-rates-2012,Federal Perkins Loan Cohort Default Rates,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
66d6c662-f9e4-45f3-a31d-f4ae99b87075,free-application-for-federal-student-aid-2015-16,"Free Application for Federal Student Aid, 2015-16",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
99687f63-f5d2-4eb5-8ee6-2f80c28fe3fd,school-district-geographic-relationship-files,School District Geographic Relationship Files,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
7b4c0973-80ed-4c7e-8558-6860789843c9,elementary-school-arts-education-survey-2009,"Elementary School Arts Education Survey, 2009",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
a95ffad1-e8f0-4ff5-8c55-d2403fd4df31,teacher-compensation-survey-201011,"Teacher Compensation Survey, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
174a6d20-161d-4e73-bda1-9b7d8b4f3e26,2013-teaching-and-learning-international-survey,"Teaching and Learning International Survey, 2013",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
543ffd76-9117-4ba7-9491-c00821ead9e1,2008-baccalaureate-and-beyond-longitudinal-study,"Baccalaureate and Beyond Longitudinal Study 2008, Base Year",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
ef077657-4862-4b27-ab72-4694c1053c4c,200708-integrated-postsecondary-education-data-system,"Integrated Postsecondary Education Data System, 2007-08",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
e04d2d4b-f2f3-47de-b8e3-99a48ceb8970,edfacts-graduates-and-dropouts-2010-11,"EDFacts Graduates and Dropouts, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
9031e212-4f39-48e5-95d9-5ff1bf359f5b,teachers-use-of-educational-technology-in-u-s-public-schools-2009,"Teachers' Use of Educational Technology in U.S. Public Schools, 2009",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
d6bac5ff-e98c-43d1-afad-9b01aaa1254e,201011-integrated-postsecondary-education-data-system,"Integrated Postsecondary Education Data System, 2010-11",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
d131e3fc-89a3-4635-b1f5-13a86d012c8b,201112-integrated-postsecondary-education-data-system,"Integrated Postsecondary Education Data System, 2011-12",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
8f8a5ed6-ca67-4201-9d73-03bd24179803,2006-school-survey-on-crime-and-safety,"School Survey on Crime and Safety, 2006",,Department of Education,"['AAPI', 'Education', 'Safety']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
49081ab2-c884-4588-8902-d840a060fe79,2003-national-assessment-of-adult-literacy,"National Assessment of Adult Literacy, 2003",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
7e9e6c5d-8f9a-4275-ab12-678ffefca7bc,200910-integrated-postsecondary-education-data-system,"Integrated Postsecondary Education Data System, 2009-10",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
c0d97e3a-aaf1-43b2-80a5-876fe610fdd2,grant-program-data-for-federal-student-aid,Grant Program Data for Federal Student Aid,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
889b24c6-e583-44df-b001-b37463111e4a,school-district-boundaries-composite,School District Boundaries (Composite),,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
c68e6acd-9e17-48c2-b9c1-cebed2573805,201112-schools-and-staffing-survey-17271,"Schools and Staffing Survey, 2011-12",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
4b850bec-0aef-400d-a3f9-edca94d4280b,school-district-finance-survey-2013-14,"School District Finance Survey, 2013-14",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
5e862395-a89e-4c8c-8aec-7dff97717ef4,digital-government-strategy-report,Digital Government Strategy Report,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
52ce9ebe-1414-4ebc-b0af-a6b39a542d41,teacher-shortage-areas-2015-16,"Teacher Shortage Areas, 2015-16",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
d4698605-d16c-4538-8e35-7f98d761b848,condition-of-public-school-facilities-2012-13,"Condition of Public School Facilities, 2012-13",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
d99ba80b-41fd-4c02-b0ae-1f6e846cf932,annual-submission-of-financial-statements-and-compliance-audits-2012-13,"Annual Submission of Financial Statements and Compliance Audits, 2012-13",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
fbaf9b51-f48f-4af9-8367-377e0a4501c3,national-assessment-of-educational-progress-2014,"National Assessment of Educational Progress, 2014",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
1509afd3-0536-4570-a422-d2387ee593a7,edfacts-general-information-201112,"EDFacts General Information, 2011-12",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
07143445-e27d-4a62-b586-ff9743d51130,data-json,ED Enterprise Data Inventory (EDI),,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
19fbe018-18bb-4a3f-8f23-8531c382caae,online-and-distance-education-at-postsecondary-institutions-200607,"Online and Distance Education at Postsecondary Institutions, 2006-07",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
655afa13-5b5d-4382-87a5-56bb6dffc232,teacher-compensation-survey-200910,"Teacher Compensation Survey, 2009-10",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
ea486a26-8633-4913-adba-140a0e53e47f,national-assessment-of-educational-progress-2009-high-school-transcript-study,"National Assessment of Educational Progress, 2009 High School Transcript Study",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
2e250ab9-9126-4abb-8773-638d4653e4d3,edfacts-career-and-technical-education-201112,"EDFacts Career and Technical Education, 2011-12",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
43979bb7-0450-4972-b8eb-a5cac12724fe,trends-in-international-mathematics-and-science-study-2015,"Trends in International Mathematics and Science Study, 2015",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
143b6696-3cb9-40e7-aace-cdcec66331c0,rural-education-achievement-program-locale-boundaries-2014,"Rural Education Achievement Program Locale Boundaries, 2014",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
0d3b0ffa-c2ed-4f2a-8cfe-7034a4fd74d1,200708-private-school-universe-survey,"Private School Universe Survey, 2007-08",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
c53bd6c5-ad9c-4a16-8efb-acac38f3d0a3,after-school-programs-at-public-elementary-schools-2008,"After-School Programs at Public Elementary Schools, 2008",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
375c46dd-591c-4a1b-8837-a9d21485d0c6,educational-technology-in-public-schools-2008,"Educational Technology in Public Schools, 2008",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
0ca9bc2c-80e1-495b-87c2-f59fe7731afe,idea-part-b-section-618-table-8-maintenance-of-effort-and-coordinated-early-intervention-s,"IDEA Part B Section 618 Table 8 Maintenance of Effort and Coordinated Early Intervention Services, Federal Fiscal Year 2011/School Year 2011-12",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
01f189b6-8712-4045-aea5-9aaadfbb961f,2003-national-assessment-of-educational-progress,"National Assessment of Educational Progress, 2003",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
6b8b1100-a104-4829-b6ef-ffc8f9741ba3,edfacts-title-i-201112,"EDFacts Title I, 2011-12",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
da6e24fa-407a-4fbb-b9c7-7f035401e3f9,edfacts-accountability-2010-11,"EDFacts Accountability, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
5e07729b-4fbf-4763-b462-4b823df38e43,free-application-for-federal-student-aid-2013-14-5b7e3,"Free Application for Federal Student Aid, 2013-14",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
f27825bb-beaa-48d8-b4e0-e61378ac524f,common-core-of-data-nonfiscal-survey-2015-16,"Common Core of Data Nonfiscal Survey, 2015-16",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
0cba9074-d463-4a20-8b19-82071c920f9a,equity-in-athletics-disclosure-act-survey-2013,"Equity in Athletics Disclosure Act Survey, 2013",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
5f43aa69-1ede-4a13-9d59-7ae074d4381e,idea-part-c-section-618-table-1-child-count-fiscal-year-2012,"IDEA Part C Section 618 Table 1 Child Count, 2012",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
85bc9044-a31b-46e3-9ea7-24541749ec85,edfacts-charter-schools-2010-11,"EDFacts Charter Schools, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
180bf687-96ee-4770-8f0c-963b2446f1f6,culturally-based-education-for-american-indian-alaska-native-students-school-feasibilit-20,"Culturally Based Education for American Indian/Alaska Native Students: School Feasibility Survey, 2003-04",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
9dc66a56-fea5-4edd-8494-fc66b17bffa6,edfacts-safe-and-drug-free-schools-2010-11,"EDFacts Safe and Drug-Free Schools, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
788b7ceb-7cb1-4ec0-9543-dbb5f5574a48,the-national-longitudinal-study-of-the-high-school-class-of-1972,The National Longitudinal Study of the High School Class of 1972,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
020a5c87-4ea5-4f64-b74c-dc64e002a89d,elementary-and-secondary-school-civil-rights-compliance-report-2002,"Elementary and Secondary School Civil Rights Compliance Report, 2002",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
90a51856-b2b3-4167-a712-6e7fef3f332f,u-s-program-for-the-international-assessment-of-adult-competencies-piaac-national-suppleme,"U.S. Program for the International Assessment of Adult Competencies (PIAAC) National Supplement Prison Study, 2013–14",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
32e8c902-4510-4a65-b7b9-5587281f2b24,gun-free-schools-act-report-1997-98,"Gun Free Schools Act Report, 1997-98",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
919cd1f0-a026-4edf-9390-3c0dbd4c3510,ed-grants-promise-neighborhoods-fund,ED Grants: Promise Neighborhoods Fund,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
ee7fbd3c-4f32-4f3d-b9b9-89524b17287a,school-district-finance-survey-201011,"School District Finance Survey, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
aeb942a2-b33d-4431-b983-8c784bc4caf1,consolidated-state-performance-report-200506,"Consolidated State Performance Report, 2005-06",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
49ae4af7-5e65-4f60-9ea5-cfe9fef9ac5e,national-assessment-of-educational-progress-2008-long-term-trend-study,"National Assessment of Educational Progress, 2008",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
0dff0125-032f-4b01-a3e2-c1ba70abdfa5,2007-national-assessment-of-educational-progress,"National Assessment of Educational Progress, 2007",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
f7f5e0af-3198-4e6b-a597-e6ed9777e9a8,free-application-for-federal-student-aid-2014-15-c93d6,"Free Application for Federal Student Aid, 2014-15",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
ea1f0ce6-e518-483b-8885-035720d6429c,progress-in-international-reading-literacy-study-2016-0bf45,"Progress in International Reading Literacy Study, 2016",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
e23bb937-381a-4804-bec8-ad0ca147d139,campus-based-program-data-for-federal-student-aid,Campus-Based Program Data for Federal Student Aid,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
cdf89bca-6c2e-433a-b4ef-2dda45d661d7,edfacts-financial-data-201112,"EDFacts Financial Data, 2011-12",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
f8a7f4c7-2c58-445e-931a-ee010402f81b,200708-national-postsecondary-student-aid-study,"National Postsecondary Student Aid Study, 2007-08",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
0456c9be-376a-4fa6-8aff-525100302d4d,edfacts-general-information-2010-11,"EDFacts General Information, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
50151054-daad-4767-b1a6-108c2a77d898,200304-national-postsecondary-student-aid-study,"National Postsecondary Student Aid Study, 2003-04",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
fb450615-73c5-4271-b809-2f903d1b1fbb,201112-program-for-the-international-assessment-of-adult-competencies,"Program for the International Assessment of Adult Competencies, 2011-12",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
8d3ea6de-a8a3-4b8d-8199-1a5ca16e71ad,teaching-american-history-2010-applicants,Teaching American History 2010 Applicants,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
f401dd6e-ffeb-49d0-bdca-887dd9969213,national-household-education-surveys-program-2005-after-school-programs-and-activities-sur,"National Household Education Surveys Program, 2005 After-School Programs And Activities Survey",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
6488add1-2809-414b-90ec-984775cf00c5,2002-academic-libraries-survey,"Academic Libraries Survey, 2002",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
89231484-ea88-4695-ac62-3fe93b8e16fb,edfacts-assessment-2010-11,"EDFacts Assessment, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
74435731-b056-481f-8c13-aebb95093394,2010-national-assessment-of-educational-progress,"National Assessment of Educational Progress, 2010",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
55466b61-99b3-4080-9f1a-e5d52263baa5,civil-rights-data-collection-2004,"Civil Rights Data Collection, 2004",,Department of Education,"['AAPI', 'Education', 'Opportunity']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
e8fd0da7-904c-4d5f-aaad-c460c08645d8,2009-national-indian-education-study,"National Indian Education Study, 2009",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
a5a28b51-94cc-4e77-a5d8-b374820f17de,edfacts-homeless-neglected-or-delinquent-2010-11,"EDFacts Homeless, Neglected, or Delinquent, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
243f4d2b-28cf-4448-ae97-141ce010539b,programs-and-services-for-high-school-english-learners-201516,"Programs and Services for High School English Learners, 2015–16",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
742a9ca0-ca7b-4fb9-ba72-89f9bd41913b,civil-rights-data-collection-200910,"Civil Rights Data Collection, 2009-10",,Department of Education,"['AAPI', 'Education', 'Opportunity']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
5d14e855-e93d-47d2-8ce2-f9e23b0555e2,ed-grants-school-improvement-grant-sig,ED Grants: School Improvement Grant (SIG),,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
6467a6b8-135f-46cb-9841-aaacfe855976,ed-grants-investing-in-innovation-i3-fund-2010,ED Grants: Investing in Innovation (i3) Fund 2010,,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
fdc41b2f-1d23-4d1e-9713-718167dc85c7,educational-technology-in-public-school-districts-2008,"Educational Technology in Public School Districts, 2008",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
13c53799-360e-44b8-9455-c430d1f053fb,school-district-finance-survey-200809,"School District Finance Survey, 2008-09",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
00a7e313-16a4-4037-b121-d5ed03e02e9e,consolidated-state-performance-report-200607,"Consolidated State Performance Report, 2006-07",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
b7930fa5-a4ea-4d52-ac6f-35c6b3f049c7,gun-free-schools-act-report-2006-07,"Gun Free Schools Act Report, 2006-07",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
f6e52838-d00f-40c7-8d95-1a41db8da3a6,national-assessment-of-educational-progress-2005-high-school-transcript-study,"National Assessment of Educational Progress, 2005 High School Transcript Study",,Department of Education,"['AAPI', 'Education']",5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
6cc55347-7a76-48d7-bbf8-49c867ad00e6,edfacts-teacher-quality-2010-11,"EDFacts Teacher Quality, 2010-11",,Department of Education,['Education'],5dbeaed9-d6b1-4f96-be25-63b14804ca7b,education-json,Education JSON,http://www.ed.gov/data.json,Department of Education,[]
